Congressional District,State,State Abbreviation,District Number,Special Election,Candidate,Party,Candidate Votes,Total Votes,Candidate Percent
NY-20,New York,NY,20,False,Paul D. Tonko,reform,1640,266014,0.006165089055463246
NY-20,New York,NY,20,False,,,145,266014,0.0005450840933183968
NY-21,New York,NY,21,False,Tedra L. Cobb,democrat,93394,235267,0.3969702508214072
NY-21,New York,NY,21,False,Elise M. Stefanik,republican,116433,235267,0.49489728691231666
NY-21,New York,NY,21,False,Elise M. Stefanik,conservative,11398,235267,0.04844708352637642
NY-21,New York,NY,21,False,Lynn Kahn,green,3437,235267,0.014608933679606575
NY-21,New York,NY,21,False,Tedra L. Cobb,working families,4425,235267,0.018808417670136482
NY-21,New York,NY,21,False,Elise M. Stefanik,independence,3369,235267,0.014319900368517472
NY-21,New York,NY,21,False,Tedra L. Cobb,women's equality,1972,235267,0.008381966021583987
NY-21,New York,NY,21,False,Elise M. Stefanik,reform,781,235267,0.0033196325876557273
NY-21,New York,NY,21,False,,,58,235267,0.00024652841239952906
NY-22,New York,NY,22,False,Anthony J. Brindisi,democrat,116001,251212,0.46176536152731557
NY-22,New York,NY,22,False,Claudia Tenney,republican,110125,251212,0.4383747591675557
NY-22,New York,NY,22,False,Claudia Tenney,conservative,12061,251212,0.04801124150120217
NY-22,New York,NY,22,False,Anthony J. Brindisi,working families,4651,251212,0.01851424295017754
NY-22,New York,NY,22,False,Anthony J. Brindisi,independence,5673,251212,0.02258251994331481
NY-22,New York,NY,22,False,Anthony J. Brindisi,women's equality,1390,251212,0.005533175166791395
NY-22,New York,NY,22,False,Claudia Tenney,reform,1056,251212,0.0042036208461379235
NY-22,New York,NY,22,False,,,255,251212,0.0010150788975048963
NY-23,New York,NY,23,False,Tracy Mitrano,democrat,100914,240374,0.41982077928561323
NY-23,New York,NY,23,False,"Thomas W. Reed, II",republican,114722,240374,0.47726459600455956
NY-23,New York,NY,23,False,"Thomas W. Reed, II",conservative,12274,240374,0.051062094902110874
NY-23,New York,NY,23,False,Tracy Mitrano,working families,6464,240374,0.026891427525439524
NY-23,New York,NY,23,False,"Thomas W. Reed, II",independence,3327,240374,0.013840931215522477
NY-23,New York,NY,23,False,Tracy Mitrano,women's equality,2554,240374,0.010625109204822484
NY-23,New York,NY,23,False,,,119,240374,0.0004950618619318229
NY-24,New York,NY,24,False,Dana Balter,democrat,115902,260477,0.44496059153015427
NY-24,New York,NY,24,False,John M. Katko,republican,113538,260477,0.43588493417844953
NY-24,New York,NY,24,False,John M. Katko,conservative,16972,260477,0.06515738433719676
NY-24,New York,NY,24,False,Dana Balter,working families,4784,260477,0.018366304894482047
NY-24,New York,NY,24,False,John M. Katko,independence,5454,260477,0.020938508966242702
NY-24,New York,NY,24,False,Dana Balter,women's equality,2540,260477,0.009751340809361287
NY-24,New York,NY,24,False,John M. Katko,reform,956,260477,0.003670189690452516
NY-24,New York,NY,24,False,,,331,260477,0.0012707455936608607
NY-25,New York,NY,25,False,Joseph D. Morelle,democrat,147979,270120,0.547826891751814
NY-25,New York,NY,25,False,Jim Maxwell,republican,91342,270120,0.3381534132977936
NY-25,New York,NY,25,False,Jim Maxwell,conservative,17781,270120,0.0658262994224789
NY-25,New York,NY,25,False,Joseph D. Morelle,working families,4575,270120,0.01693691692581075
NY-25,New York,NY,25,False,Joseph D. Morelle,independence,4585,270120,0.016973937509255146
NY-25,New York,NY,25,False,Joseph D. Morelle,women's equality,2105,270120,0.0077928328150451654
NY-25,New York,NY,25,False,Jim Maxwell,reform,1613,270120,0.005971420109580927
NY-25,New York,NY,25,False,,,140,270120,0.0005182881682215312
NY-26,New York,NY,26,False,Brian Higgins,democrat,156968,230663,0.680507927149131
NY-26,New York,NY,26,False,Renee M. Zeno,republican,61488,230663,0.2665707113841405
NY-26,New York,NY,26,False,Brian Higgins,working families,8929,230663,0.03871015290705488
NY-26,New York,NY,26,False,Brian Higgins,women's equality,3269,230663,0.014172190598405465
NY-26,New York,NY,26,False,,,9,230663,3.9017961268170446e-05
NY-27,New York,NY,27,False,Nathan D. McMurray,democrat,128167,285300,0.44923589204346304
NY-27,New York,NY,27,False,Chris Collins,republican,114506,285300,0.40135296179460217
NY-27,New York,NY,27,False,Chris Collins,conservative,23553,285300,0.08255520504731861
NY-27,New York,NY,27,False,Nathan D. McMurray,working families,8090,285300,0.028356116368734665
NY-27,New York,NY,27,False,Chris Collins,independence,2087,285300,0.007315106905012267
NY-27,New York,NY,27,False,Nathan D. McMurray,women's equality,2802,285300,0.009821240799158781
NY-27,New York,NY,27,False,Larry Piegza,reform,5973,285300,0.020935856992639328
NY-27,New York,NY,27,False,,,122,285300,0.00042762004907115315
PA-1,Pennsylvania,PA,1,False,Henry Scott Wallace,democrat,160745,329798,0.4874044111850284
PA-1,Pennsylvania,PA,1,False,Brian K Fitzpatrick,republican,169053,329798,0.5125955888149716
PA-2,Pennsylvania,PA,2,False,Brendan F Boyle,democrat,159600,201982,0.7901694210375182
PA-2,Pennsylvania,PA,2,False,David Torres,republican,42382,201982,0.2098305789624818
PA-3,Pennsylvania,PA,3,False,Dwight Evans,democrat,287610,307997,0.9338077968291899
PA-3,Pennsylvania,PA,3,False,Bryan E Leib,republican,20387,307997,0.06619220317081011
PA-4,Pennsylvania,PA,4,False,Madeleine Dean Cunnane ,democrat,211524,332991,0.6352243754335702
PA-4,Pennsylvania,PA,4,False,Daniel David,republican,121467,332991,0.3647756245664297
