year,state,state_abbreviation,county,office,candidate,party,candidate_votes,total_votes,candidate_percent
2016,Minnesota,MN,Blue Earth,President,Hillary Clinton,democrat,14428.0,33593,0.4294942398714018
2016,Minnesota,MN,Blue Earth,President,Donald Trump,republican,15667.0,33593,0.4663769237638794
2016,Minnesota,MN,Blue Earth,President,Other,other,3498.0,33593,0.10412883636471884
2016,Minnesota,MN,Brown,President,Hillary Clinton,democrat,3763.0,13779,0.27309674141810003
2016,Minnesota,MN,Brown,President,Donald Trump,republican,8708.0,13779,0.6319761956600625
2016,Minnesota,MN,Brown,President,Other,other,1308.0,13779,0.09492706292183758
2016,Minnesota,MN,Carlton,President,Hillary Clinton,democrat,8460.0,18211,0.464554390203723
2016,Minnesota,MN,Carlton,President,Donald Trump,republican,8160.0,18211,0.4480808302674208
2016,Minnesota,MN,Carlton,President,Other,other,1591.0,18211,0.08736477952885618
2016,Minnesota,MN,Carver,President,Hillary Clinton,democrat,21508.0,55696,0.3861677678827923
2016,Minnesota,MN,Carver,President,Donald Trump,republican,29056.0,55696,0.5216891697787992
2016,Minnesota,MN,Carver,President,Other,other,5132.0,55696,0.09214306233840851
2016,Minnesota,MN,Cass,President,Hillary Clinton,democrat,4949.0,15999,0.30933183323957747
2016,Minnesota,MN,Cass,President,Donald Trump,republican,9982.0,15999,0.623913994624664
2016,Minnesota,MN,Cass,President,Other,other,1068.0,15999,0.06675417213575849
2016,Minnesota,MN,Chippewa,President,Hillary Clinton,democrat,1978.0,6222,0.31790421086467374
2016,Minnesota,MN,Chippewa,President,Donald Trump,republican,3764.0,6222,0.6049501767920283
2016,Minnesota,MN,Chippewa,President,Other,other,480.0,6222,0.07714561234329798
2016,Minnesota,MN,Chisago,President,Hillary Clinton,democrat,9278.0,30228,0.3069339685060209
2016,Minnesota,MN,Chisago,President,Donald Trump,republican,18441.0,30228,0.6100635172687574
2016,Minnesota,MN,Chisago,President,Other,other,2509.0,30228,0.08300251422522165
2016,Minnesota,MN,Clay,President,Hillary Clinton,democrat,12971.0,29398,0.4412204911898769
2016,Minnesota,MN,Clay,President,Donald Trump,republican,13543.0,29398,0.46067759711545003
2016,Minnesota,MN,Clay,President,Other,other,2884.0,29398,0.09810191169467311
2016,Minnesota,MN,Clearwater,President,Hillary Clinton,democrat,1100.0,4245,0.2591283863368669
2016,Minnesota,MN,Clearwater,President,Donald Trump,republican,2925.0,4245,0.6890459363957597
2016,Minnesota,MN,Clearwater,President,Other,other,220.0,4245,0.05182567726737338
2016,Minnesota,MN,Cook,President,Hillary Clinton,democrat,1912.0,3395,0.563181148748159
2016,Minnesota,MN,Cook,President,Donald Trump,republican,1156.0,3395,0.34050073637702505
2016,Minnesota,MN,Cook,President,Other,other,327.0,3395,0.09631811487481591
2016,Minnesota,MN,Cottonwood,President,Hillary Clinton,democrat,1678.0,5721,0.2933053661947212
2016,Minnesota,MN,Cottonwood,President,Donald Trump,republican,3679.0,5721,0.6430693934626813
2016,Minnesota,MN,Cottonwood,President,Other,other,364.0,5721,0.06362524034259745
2016,Minnesota,MN,Crow Wing,President,Hillary Clinton,democrat,10982.0,35842,0.30640031248256233
2016,Minnesota,MN,Crow Wing,President,Donald Trump,republican,22287.0,35842,0.6218123988616706
2016,Minnesota,MN,Crow Wing,President,Other,other,2573.0,35842,0.07178728865576697
2016,Minnesota,MN,Dakota,President,Hillary Clinton,democrat,110483.0,231440,0.47737210508123057
2016,Minnesota,MN,Dakota,President,Donald Trump,republican,99583.0,231440,0.43027566539923956
2016,Minnesota,MN,Dakota,President,Other,other,21374.0,231440,0.0923522295195299
2016,Minnesota,MN,Dodge,President,Hillary Clinton,democrat,3102.0,10654,0.2911582504223766
2016,Minnesota,MN,Dodge,President,Donald Trump,republican,6527.0,10654,0.6126337525811901
2016,Minnesota,MN,Dodge,President,Other,other,1025.0,10654,0.09620799699643326
2016,Minnesota,MN,Douglas,President,Hillary Clinton,democrat,6227.0,21785,0.2858388799632775
2016,Minnesota,MN,Douglas,President,Donald Trump,republican,13966.0,21785,0.6410833142070231
2016,Minnesota,MN,Douglas,President,Other,other,1592.0,21785,0.07307780582969933
2016,Minnesota,MN,Faribault,President,Hillary Clinton,democrat,2153.0,7412,0.2904749055585537
2016,Minnesota,MN,Faribault,President,Donald Trump,republican,4659.0,7412,0.6285752833243389
2016,Minnesota,MN,Faribault,President,Other,other,600.0,7412,0.08094981111710739
2016,Minnesota,MN,Fillmore,President,Hillary Clinton,democrat,3872.0,11055,0.3502487562189055
2016,Minnesota,MN,Fillmore,President,Donald Trump,republican,6271.0,11055,0.5672546359113523
2016,Minnesota,MN,Fillmore,President,Other,other,912.0,11055,0.0824966078697422
2016,Minnesota,MN,Freeborn,President,Hillary Clinton,democrat,6041.0,16051,0.376362843436546
2016,Minnesota,MN,Freeborn,President,Donald Trump,republican,8808.0,16051,0.5487508566444458
2016,Minnesota,MN,Freeborn,President,Other,other,1202.0,16051,0.07488629991900816
2016,Minnesota,MN,Goodhue,President,Hillary Clinton,democrat,9446.0,25717,0.3673056732900416
2016,Minnesota,MN,Goodhue,President,Donald Trump,republican,14041.0,25717,0.545981257533927
2016,Minnesota,MN,Goodhue,President,Other,other,2230.0,25717,0.08671306917603142
2016,Minnesota,MN,Grant,President,Hillary Clinton,democrat,1105.0,3473,0.3181687302044342
2016,Minnesota,MN,Grant,President,Donald Trump,republican,2063.0,3473,0.594010941549093
2016,Minnesota,MN,Grant,President,Other,other,305.0,3473,0.08782032824647279
2016,Minnesota,MN,Hennepin,President,Hillary Clinton,democrat,429288.0,679977,0.6313272360682788
2016,Minnesota,MN,Hennepin,President,Donald Trump,republican,191770.0,679977,0.2820242449376964
2016,Minnesota,MN,Hennepin,President,Other,other,58919.0,679977,0.0866485189940248
2016,Minnesota,MN,Houston,President,Hillary Clinton,democrat,4145.0,10604,0.39089023010184837
2016,Minnesota,MN,Houston,President,Donald Trump,republican,5616.0,10604,0.5296114673708034
2016,Minnesota,MN,Houston,President,Other,other,843.0,10604,0.07949830252734817
2016,Minnesota,MN,Hubbard,President,Hillary Clinton,democrat,3423.0,11505,0.297522816166884
2016,Minnesota,MN,Hubbard,President,Donald Trump,republican,7261.0,11505,0.6311169056931769
2016,Minnesota,MN,Hubbard,President,Other,other,821.0,11505,0.07136027813993916
2016,Minnesota,MN,Isanti,President,Hillary Clinton,democrat,5657.0,21016,0.26917586600685195
2016,Minnesota,MN,Isanti,President,Donald Trump,republican,13635.0,21016,0.6487913970308337
2016,Minnesota,MN,Isanti,President,Other,other,1724.0,21016,0.08203273696231443
2016,Minnesota,MN,Itasca,President,Hillary Clinton,democrat,9015.0,23880,0.37751256281407036
2016,Minnesota,MN,Itasca,President,Donald Trump,republican,12920.0,23880,0.541038525963149
2016,Minnesota,MN,Itasca,President,Other,other,1945.0,23880,0.08144891122278057
2016,Minnesota,MN,Jackson,President,Hillary Clinton,democrat,1492.0,5484,0.27206418672501825
2016,Minnesota,MN,Jackson,President,Donald Trump,republican,3609.0,5484,0.6580962800875274
2016,Minnesota,MN,Jackson,President,Other,other,383.0,5484,0.06983953318745441
2016,Minnesota,MN,Kanabec,President,Hillary Clinton,democrat,2327.0,8177,0.2845786963434022
2016,Minnesota,MN,Kanabec,President,Donald Trump,republican,5230.0,8177,0.6395988748929925
2016,Minnesota,MN,Kanabec,President,Other,other,620.0,8177,0.07582242876360523
2016,Minnesota,MN,Kandiyohi,President,Hillary Clinton,democrat,7266.0,21772,0.3337313981260334
2016,Minnesota,MN,Kandiyohi,President,Donald Trump,republican,12785.0,21772,0.5872221201543266
2016,Minnesota,MN,Kandiyohi,President,Other,other,1721.0,21772,0.0790464817196399
2016,Minnesota,MN,Kittson,President,Hillary Clinton,democrat,823.0,2385,0.3450733752620545
2016,Minnesota,MN,Kittson,President,Donald Trump,republican,1349.0,2385,0.5656184486373166
2016,Minnesota,MN,Kittson,President,Other,other,213.0,2385,0.08930817610062892
2016,Minnesota,MN,Koochiching,President,Hillary Clinton,democrat,2306.0,6363,0.3624076693383624
2016,Minnesota,MN,Koochiching,President,Donald Trump,republican,3569.0,6363,0.5608989470375609
2016,Minnesota,MN,Koochiching,President,Other,other,488.0,6363,0.0766933836240767
2016,Minnesota,MN,Lac Qui Parle,President,Hillary Clinton,democrat,1305.0,3860,0.3380829015544041
2016,Minnesota,MN,Lac Qui Parle,President,Donald Trump,republican,2293.0,3860,0.594041450777202
2016,Minnesota,MN,Lac Qui Parle,President,Other,other,262.0,3860,0.06787564766839378
2016,Minnesota,MN,Lake,President,Hillary Clinton,democrat,3077.0,6521,0.4718601441496703
2016,Minnesota,MN,Lake,President,Donald Trump,republican,2932.0,6521,0.449624290752952
2016,Minnesota,MN,Lake,President,Other,other,512.0,6521,0.0785155650973777
2016,Minnesota,MN,Lake of the Woods,President,Hillary Clinton,democrat,553.0,2242,0.24665477252453166
2016,Minnesota,MN,Lake of the Woods,President,Donald Trump,republican,1540.0,2242,0.6868867082961642
2016,Minnesota,MN,Lake of the Woods,President,Other,other,149.0,2242,0.06645851917930419
2016,Minnesota,MN,Le Sueur,President,Hillary Clinton,democrat,4623.0,14971,0.308797007547926
2016,Minnesota,MN,Le Sueur,President,Donald Trump,republican,9182.0,14971,0.6133190835615523
2016,Minnesota,MN,Le Sueur,President,Other,other,1166.0,14971,0.07788390889052167
2016,Minnesota,MN,Lincoln,President,Hillary Clinton,democrat,860.0,3019,0.2848625372639947
2016,Minnesota,MN,Lincoln,President,Donald Trump,republican,1931.0,3019,0.639615766810202
2016,Minnesota,MN,Lincoln,President,Other,other,228.0,3019,0.07552169592580324
2016,Minnesota,MN,Lyon,President,Hillary Clinton,democrat,3825.0,12215,0.3131395824805567
2016,Minnesota,MN,Lyon,President,Donald Trump,republican,7256.0,12215,0.5940237413016782
2016,Minnesota,MN,Lyon,President,Other,other,1134.0,12215,0.09283667621776505
2016,Minnesota,MN,McLeod,President,Hillary Clinton,democrat,4978.0,18807,0.26468867974690274
2016,Minnesota,MN,McLeod,President,Donald Trump,republican,12155.0,18807,0.646301908863721
2016,Minnesota,MN,McLeod,President,Other,other,1674.0,18807,0.08900941138937629
2016,Minnesota,MN,Mahnomen,President,Hillary Clinton,democrat,930.0,2088,0.4454022988505747
2016,Minnesota,MN,Mahnomen,President,Donald Trump,republican,991.0,2088,0.4746168582375479
2016,Minnesota,MN,Mahnomen,President,Other,other,167.0,2088,0.07998084291187739
2016,Minnesota,MN,Marshall,President,Hillary Clinton,democrat,1225.0,4817,0.2543076603695246
2016,Minnesota,MN,Marshall,President,Donald Trump,republican,3208.0,4817,0.6659746730330081
2016,Minnesota,MN,Marshall,President,Other,other,384.0,4817,0.0797176665974673
2016,Minnesota,MN,Martin,President,Hillary Clinton,democrat,2733.0,10531,0.25951951381635174
2016,Minnesota,MN,Martin,President,Donald Trump,republican,7062.0,10531,0.670591586743899
2016,Minnesota,MN,Martin,President,Other,other,736.0,10531,0.06988889943974931
2016,Minnesota,MN,Meeker,President,Hillary Clinton,democrat,3191.0,12282,0.2598111056831135
2016,Minnesota,MN,Meeker,President,Donald Trump,republican,8104.0,12282,0.6598273896759486
2016,Minnesota,MN,Meeker,President,Other,other,987.0,12282,0.08036150464093796
2016,Minnesota,MN,Mille Lacs,President,Hillary Clinton,democrat,3710.0,13017,0.28501190750556965
2016,Minnesota,MN,Mille Lacs,President,Donald Trump,republican,8340.0,13017,0.6407006222631942
2016,Minnesota,MN,Mille Lacs,President,Other,other,967.0,13017,0.07428747023123608
2016,Minnesota,MN,Morrison,President,Hillary Clinton,democrat,3637.0,17614,0.2064834790507551
2016,Minnesota,MN,Morrison,President,Donald Trump,republican,12925.0,17614,0.7337913023731123
2016,Minnesota,MN,Morrison,President,Other,other,1052.0,17614,0.059725218576132624
2016,Minnesota,MN,Mower,President,Hillary Clinton,democrat,7437.0,17715,0.41981371718882304
2016,Minnesota,MN,Mower,President,Donald Trump,republican,8823.0,17715,0.49805249788314987
2016,Minnesota,MN,Mower,President,Other,other,1455.0,17715,0.0821337849280271
2016,Minnesota,MN,Murray,President,Hillary Clinton,democrat,1295.0,4668,0.27742073693230507
2016,Minnesota,MN,Murray,President,Donald Trump,republican,2974.0,4668,0.6371036846615252
2016,Minnesota,MN,Murray,President,Other,other,399.0,4668,0.08547557840616966
2016,Minnesota,MN,Nicollet,President,Hillary Clinton,democrat,7886.0,18097,0.43576283361883184
2016,Minnesota,MN,Nicollet,President,Donald Trump,republican,8437.0,18097,0.46620986903906725
2016,Minnesota,MN,Nicollet,President,Other,other,1774.0,18097,0.0980272973421009
2016,Minnesota,MN,Nobles,President,Hillary Clinton,democrat,2733.0,8632,0.3166126042632067
2016,Minnesota,MN,Nobles,President,Donald Trump,republican,5299.0,8632,0.6138785912882299
2016,Minnesota,MN,Nobles,President,Other,other,600.0,8632,0.06950880444856349
2016,Minnesota,MN,Norman,President,Hillary Clinton,democrat,1264.0,3261,0.3876111622201779
2016,Minnesota,MN,Norman,President,Donald Trump,republican,1699.0,3261,0.5210058264336094
2016,Minnesota,MN,Norman,President,Other,other,298.0,3261,0.09138301134621282
2016,Minnesota,MN,Olmsted,President,Hillary Clinton,democrat,36268.0,80129,0.4526201500081119
2016,Minnesota,MN,Olmsted,President,Donald Trump,republican,35668.0,80129,0.44513222428833504
2016,Minnesota,MN,Olmsted,President,Other,other,8193.0,80129,0.10224762570355302
2016,Minnesota,MN,Otter Tail,President,Hillary Clinton,democrat,9340.0,32500,0.2873846153846154
2016,Minnesota,MN,Otter Tail,President,Donald Trump,republican,20939.0,32500,0.6442769230769231
2016,Minnesota,MN,Otter Tail,President,Other,other,2221.0,32500,0.06833846153846154
2016,Minnesota,MN,Pennington,President,Hillary Clinton,democrat,2147.0,6715,0.3197319434102755
2016,Minnesota,MN,Pennington,President,Donald Trump,republican,4000.0,6715,0.5956813104988831
2016,Minnesota,MN,Pennington,President,Other,other,568.0,6715,0.0845867460908414
2016,Minnesota,MN,Pine,President,Hillary Clinton,democrat,4580.0,13811,0.33161972340887697
2016,Minnesota,MN,Pine,President,Donald Trump,republican,8191.0,13811,0.5930779813192383
2016,Minnesota,MN,Pine,President,Other,other,1040.0,13811,0.07530229527188473
2016,Minnesota,MN,Pipestone,President,Hillary Clinton,democrat,1127.0,4808,0.2344009983361065
2016,Minnesota,MN,Pipestone,President,Donald Trump,republican,3338.0,4808,0.6942595673876872
2016,Minnesota,MN,Pipestone,President,Other,other,343.0,4808,0.07133943427620633
2016,Minnesota,MN,Polk,President,Hillary Clinton,democrat,4712.0,14796,0.31846444985131117
2016,Minnesota,MN,Polk,President,Donald Trump,republican,8979.0,14796,0.606853203568532
2016,Minnesota,MN,Polk,President,Other,other,1105.0,14796,0.0746823465801568
2016,Minnesota,MN,Pope,President,Hillary Clinton,democrat,2106.0,6319,0.33328058237062824
2016,Minnesota,MN,Pope,President,Donald Trump,republican,3793.0,6319,0.6002532046209843
2016,Minnesota,MN,Pope,President,Other,other,420.0,6319,0.0664662130083874
2016,Minnesota,MN,Ramsey,President,Hillary Clinton,democrat,177738.0,273143,0.6507140948148039
2016,Minnesota,MN,Ramsey,President,Donald Trump,republican,70894.0,273143,0.259549027432517
2016,Minnesota,MN,Ramsey,President,Other,other,24511.0,273143,0.089736877752679
2016,Minnesota,MN,Red Lake,President,Hillary Clinton,democrat,540.0,1881,0.28708133971291866
2016,Minnesota,MN,Red Lake,President,Donald Trump,republican,1141.0,1881,0.6065922381711856
2016,Minnesota,MN,Red Lake,President,Other,other,200.0,1881,0.1063264221158958
2016,Minnesota,MN,Redwood,President,Hillary Clinton,democrat,1887.0,7611,0.24793062672447774
2016,Minnesota,MN,Redwood,President,Donald Trump,republican,5137.0,7611,0.6749441597687558
2016,Minnesota,MN,Redwood,President,Other,other,587.0,7611,0.07712521350676652
2016,Minnesota,MN,Renville,President,Hillary Clinton,democrat,2117.0,7606,0.2783328950828293
2016,Minnesota,MN,Renville,President,Donald Trump,republican,4890.0,7606,0.6429134893505127
2016,Minnesota,MN,Renville,President,Other,other,599.0,7606,0.0787536155666579
2016,Minnesota,MN,Rice,President,Hillary Clinton,democrat,14437.0,32443,0.4449958388558395
2016,Minnesota,MN,Rice,President,Donald Trump,republican,15429.0,32443,0.47557254261319853
2016,Minnesota,MN,Rice,President,Other,other,2577.0,32443,0.07943161853096199
2016,Minnesota,MN,Rock,President,Hillary Clinton,democrat,1373.0,4839,0.28373630915478404
2016,Minnesota,MN,Rock,President,Donald Trump,republican,3091.0,4839,0.6387683405662327
2016,Minnesota,MN,Rock,President,Other,other,375.0,4839,0.07749535027898326
2016,Minnesota,MN,Roseau,President,Hillary Clinton,democrat,1856.0,7804,0.23782675550999488
2016,Minnesota,MN,Roseau,President,Donald Trump,republican,5451.0,7804,0.6984879548949257
2016,Minnesota,MN,Roseau,President,Other,other,497.0,7804,0.06368528959507945
2016,Minnesota,MN,Saint Louis,President,Hillary Clinton,democrat,57771.0,112422,0.5138762875593745
2016,Minnesota,MN,Saint Louis,President,Donald Trump,republican,44630.0,112422,0.39698635498389995
2016,Minnesota,MN,Saint Louis,President,Other,other,10021.0,112422,0.08913735745672555
2016,Minnesota,MN,Scott,President,Hillary Clinton,democrat,28502.0,75029,0.3798797798184702
2016,Minnesota,MN,Scott,President,Donald Trump,republican,39948.0,75029,0.5324341254714844
2016,Minnesota,MN,Scott,President,Other,other,6579.0,75029,0.08768609471004545
2016,Minnesota,MN,Sherburne,President,Hillary Clinton,democrat,13293.0,48283,0.2753142928152766
2016,Minnesota,MN,Sherburne,President,Donald Trump,republican,31053.0,48283,0.6431456206118096
2016,Minnesota,MN,Sherburne,President,Other,other,3937.0,48283,0.08154008657291387
2016,Minnesota,MN,Sibley,President,Hillary Clinton,democrat,1954.0,7774,0.2513506560329303
2016,Minnesota,MN,Sibley,President,Donald Trump,republican,5193.0,7774,0.6679958837149472
