year,state,state_abbreviation,county,office,candidate,party,candidate_votes,total_votes,candidate_percent
2016,Maryland,MD,Baltimore City,President,Other,other,11524.0,239402,0.04813660704588934
2016,Massachusetts,MA,Barnstable,President,Hillary Clinton,democrat,72430.0,133862,0.541079619309438
2016,Massachusetts,MA,Barnstable,President,Donald Trump,republican,54099.0,133862,0.40414008456470096
2016,Massachusetts,MA,Barnstable,President,Other,other,7333.0,133862,0.05478029612586096
2016,Massachusetts,MA,Berkshire,President,Hillary Clinton,democrat,43714.0,64803,0.6745675354536056
2016,Massachusetts,MA,Berkshire,President,Donald Trump,republican,16839.0,64803,0.25984908106106197
2016,Massachusetts,MA,Berkshire,President,Other,other,4250.0,64803,0.06558338348533246
2016,Massachusetts,MA,Bristol,President,Hillary Clinton,democrat,129540.0,248959,0.5203266401294993
2016,Massachusetts,MA,Bristol,President,Donald Trump,republican,105443.0,248959,0.42353560224775966
2016,Massachusetts,MA,Bristol,President,Other,other,13976.0,248959,0.05613775762274109
2016,Massachusetts,MA,Dukes,President,Hillary Clinton,democrat,8400.0,11502,0.7303077725612936
2016,Massachusetts,MA,Dukes,President,Donald Trump,republican,2477.0,11502,0.21535385150408626
2016,Massachusetts,MA,Dukes,President,Other,other,625.0,11502,0.05433837593462006
2016,Massachusetts,MA,Essex,President,Hillary Clinton,democrat,222310.0,379868,0.5852296060736888
2016,Massachusetts,MA,Essex,President,Donald Trump,republican,136316.0,379868,0.3588509692840671
2016,Massachusetts,MA,Essex,President,Other,other,21242.0,379868,0.05591942464224415
2016,Massachusetts,MA,Franklin,President,Hillary Clinton,democrat,24478.0,38177,0.6411713859129843
2016,Massachusetts,MA,Franklin,President,Donald Trump,republican,10364.0,38177,0.27147235246352514
2016,Massachusetts,MA,Franklin,President,Other,other,3335.0,38177,0.08735626162349058
2016,Massachusetts,MA,Hampden,President,Hillary Clinton,democrat,112590.0,203117,0.5543110620972149
2016,Massachusetts,MA,Hampden,President,Donald Trump,republican,78685.0,203117,0.3873875648025522
2016,Massachusetts,MA,Hampden,President,Other,other,11842.0,203117,0.058301373100232874
2016,Massachusetts,MA,Hampshire,President,Hillary Clinton,democrat,55367.0,82956,0.6674261054052751
2016,Massachusetts,MA,Hampshire,President,Donald Trump,republican,21790.0,82956,0.26266936689329284
2016,Massachusetts,MA,Hampshire,President,Other,other,5799.0,82956,0.06990452770143209
2016,Massachusetts,MA,Middlesex,President,Hillary Clinton,democrat,520360.0,784034,0.6636957070739279
2016,Massachusetts,MA,Middlesex,President,Donald Trump,republican,219793.0,784034,0.2803360568546772
2016,Massachusetts,MA,Middlesex,President,Other,other,43881.0,784034,0.05596823607139486
2016,Massachusetts,MA,Nantucket,President,Hillary Clinton,democrat,4146.0,6406,0.6472057446144239
2016,Massachusetts,MA,Nantucket,President,Donald Trump,republican,1892.0,6406,0.2953481111458008
2016,Massachusetts,MA,Nantucket,President,Other,other,368.0,6406,0.05744614423977521
2016,Massachusetts,MA,Norfolk,President,Hillary Clinton,democrat,221819.0,361562,0.6135019719992698
2016,Massachusetts,MA,Norfolk,President,Donald Trump,republican,119723.0,361562,0.33112716491224187
2016,Massachusetts,MA,Norfolk,President,Other,other,20020.0,361562,0.05537086308848828
2016,Massachusetts,MA,Plymouth,President,Hillary Clinton,democrat,135513.0,266863,0.5077998823366296
2016,Massachusetts,MA,Plymouth,President,Donald Trump,republican,115369.0,266863,0.4323154577442358
2016,Massachusetts,MA,Plymouth,President,Other,other,15981.0,266863,0.05988465991913454
2016,Massachusetts,MA,Suffolk,President,Hillary Clinton,democrat,245751.0,308741,0.7959778584638905
2016,Massachusetts,MA,Suffolk,President,Donald Trump,republican,50421.0,308741,0.16331164309243024
2016,Massachusetts,MA,Suffolk,President,Other,other,12569.0,308741,0.04071049844367933
2016,Massachusetts,MA,Worcester,President,Hillary Clinton,democrat,198778.0,383705,0.5180490220351572
2016,Massachusetts,MA,Worcester,President,Donald Trump,republican,157682.0,383705,0.4109459089665238
2016,Massachusetts,MA,Worcester,President,Other,other,27245.0,383705,0.07100506899831902
2016,Michigan,MI,Alcona,President,Hillary Clinton,democrat,1732.0,6198,0.2794449822523395
2016,Michigan,MI,Alcona,President,Donald Trump,republican,4201.0,6198,0.6777992900935785
2016,Michigan,MI,Alcona,President,Other,other,265.0,6198,0.04275572765408196
2016,Michigan,MI,Alger,President,Hillary Clinton,democrat,1663.0,4518,0.36808322266489596
2016,Michigan,MI,Alger,President,Donald Trump,republican,2585.0,4518,0.5721558211598052
2016,Michigan,MI,Alger,President,Other,other,270.0,4518,0.05976095617529881
2016,Michigan,MI,Allegan,President,Hillary Clinton,democrat,18050.0,55786,0.3235578819058545
2016,Michigan,MI,Allegan,President,Donald Trump,republican,34183.0,55786,0.6127523034453088
2016,Michigan,MI,Allegan,President,Other,other,3553.0,55786,0.06368981464883662
2016,Michigan,MI,Alpena,President,Hillary Clinton,democrat,4877.0,14698,0.3318138522247925
2016,Michigan,MI,Alpena,President,Donald Trump,republican,9090.0,14698,0.6184514899986393
2016,Michigan,MI,Alpena,President,Other,other,731.0,14698,0.04973465777656824
2016,Michigan,MI,Antrim,President,Hillary Clinton,democrat,4448.0,13582,0.3274922691797968
2016,Michigan,MI,Antrim,President,Donald Trump,republican,8469.0,13582,0.6235458695332057
2016,Michigan,MI,Antrim,President,Other,other,665.0,13582,0.0489618612869975
2016,Michigan,MI,Arenac,President,Hillary Clinton,democrat,2384.0,7696,0.3097713097713098
2016,Michigan,MI,Arenac,President,Donald Trump,republican,4950.0,7696,0.6431912681912682
2016,Michigan,MI,Arenac,President,Other,other,362.0,7696,0.04703742203742204
2016,Michigan,MI,Baraga,President,Hillary Clinton,democrat,1156.0,3490,0.3312320916905444
2016,Michigan,MI,Baraga,President,Donald Trump,republican,2158.0,3490,0.6183381088825215
2016,Michigan,MI,Baraga,President,Other,other,176.0,3490,0.0504297994269341
2016,Michigan,MI,Barry,President,Hillary Clinton,democrat,9114.0,30329,0.30050446767120575
2016,Michigan,MI,Barry,President,Donald Trump,republican,19202.0,30329,0.6331234132348578
2016,Michigan,MI,Barry,President,Other,other,2013.0,30329,0.06637211909393649
2016,Michigan,MI,Bay,President,Hillary Clinton,democrat,21642.0,52977,0.4085169035619231
2016,Michigan,MI,Bay,President,Donald Trump,republican,28328.0,52977,0.53472261547464
2016,Michigan,MI,Bay,President,Other,other,3007.0,52977,0.056760480963436964
2016,Michigan,MI,Benzie,President,Hillary Clinton,democrat,4108.0,10228,0.40164254986312087
2016,Michigan,MI,Benzie,President,Donald Trump,republican,5539.0,10228,0.54155260070395
2016,Michigan,MI,Benzie,President,Other,other,581.0,10228,0.05680484943292921
2016,Michigan,MI,Berrien,President,Hillary Clinton,democrat,29495.0,72031,0.40947647540642224
2016,Michigan,MI,Berrien,President,Donald Trump,republican,38647.0,72031,0.536532881675945
2016,Michigan,MI,Berrien,President,Other,other,3889.0,72031,0.053990642917632684
2016,Michigan,MI,Branch,President,Hillary Clinton,democrat,5061.0,17663,0.28653116684594915
2016,Michigan,MI,Branch,President,Donald Trump,republican,11786.0,17663,0.6672705655890845
2016,Michigan,MI,Branch,President,Other,other,816.0,17663,0.04619826756496631
2016,Michigan,MI,Calhoun,President,Hillary Clinton,democrat,24157.0,58902,0.4101218973888832
2016,Michigan,MI,Calhoun,President,Donald Trump,republican,31494.0,58902,0.5346847305694203
2016,Michigan,MI,Calhoun,President,Other,other,3251.0,58902,0.05519337204169638
2016,Michigan,MI,Cass,President,Hillary Clinton,democrat,7270.0,22595,0.32175260013277274
2016,Michigan,MI,Cass,President,Donald Trump,republican,14243.0,22595,0.6303606992697499
2016,Michigan,MI,Cass,President,Other,other,1082.0,22595,0.047886700597477315
2016,Michigan,MI,Charlevoix,President,Hillary Clinton,democrat,5137.0,14589,0.35211460689560625
2016,Michigan,MI,Charlevoix,President,Donald Trump,republican,8674.0,14589,0.5945575433545822
2016,Michigan,MI,Charlevoix,President,Other,other,778.0,14589,0.0533278497498115
2016,Michigan,MI,Cheboygan,President,Hillary Clinton,democrat,4302.0,13672,0.3146576945582212
2016,Michigan,MI,Cheboygan,President,Donald Trump,republican,8683.0,13672,0.6350936220011703
2016,Michigan,MI,Cheboygan,President,Other,other,687.0,13672,0.050248683440608545
2016,Michigan,MI,Chippewa,President,Hillary Clinton,democrat,5379.0,15456,0.3480201863354037
2016,Michigan,MI,Chippewa,President,Donald Trump,republican,9122.0,15456,0.5901915113871635
2016,Michigan,MI,Chippewa,President,Other,other,955.0,15456,0.06178830227743271
2016,Michigan,MI,Clare,President,Hillary Clinton,democrat,4249.0,13389,0.3173500634849503
2016,Michigan,MI,Clare,President,Donald Trump,republican,8505.0,13389,0.6352229442079319
2016,Michigan,MI,Clare,President,Other,other,635.0,13389,0.047426992307117784
2016,Michigan,MI,Clinton,President,Hillary Clinton,democrat,16492.0,40655,0.4056573607182388
2016,Michigan,MI,Clinton,President,Donald Trump,republican,21636.0,40655,0.5321854630426762
2016,Michigan,MI,Clinton,President,Other,other,2527.0,40655,0.06215717623908498
2016,Michigan,MI,Crawford,President,Hillary Clinton,democrat,2110.0,6844,0.3082992402104033
2016,Michigan,MI,Crawford,President,Donald Trump,republican,4354.0,6844,0.636177673874927
2016,Michigan,MI,Crawford,President,Other,other,380.0,6844,0.055523085914669784
2016,Michigan,MI,Delta,President,Hillary Clinton,democrat,6436.0,18492,0.3480423967120917
2016,Michigan,MI,Delta,President,Donald Trump,republican,11121.0,18492,0.6013951979234263
2016,Michigan,MI,Delta,President,Other,other,935.0,18492,0.050562405364481935
2016,Michigan,MI,Dickinson,President,Hillary Clinton,democrat,3923.0,13165,0.29798708697303455
2016,Michigan,MI,Dickinson,President,Donald Trump,republican,8580.0,13165,0.6517280668439043
2016,Michigan,MI,Dickinson,President,Other,other,662.0,13165,0.050284846183061144
2016,Michigan,MI,Eaton,President,Hillary Clinton,democrat,24938.0,56221,0.44357090766795326
2016,Michigan,MI,Eaton,President,Donald Trump,republican,27609.0,56221,0.4910798456092919
2016,Michigan,MI,Eaton,President,Other,other,3674.0,56221,0.06534924672275484
2016,Michigan,MI,Emmet,President,Hillary Clinton,democrat,6972.0,18802,0.3708116157855547
2016,Michigan,MI,Emmet,President,Donald Trump,republican,10616.0,18802,0.5646207850228699
2016,Michigan,MI,Emmet,President,Other,other,1214.0,18802,0.06456759919157537
2016,Michigan,MI,Genesee,President,Hillary Clinton,democrat,102751.0,196296,0.5234492806781595
2016,Michigan,MI,Genesee,President,Donald Trump,republican,84175.0,196296,0.428816685006317
2016,Michigan,MI,Genesee,President,Other,other,9370.0,196296,0.0477340343155235
2016,Michigan,MI,Gladwin,President,Hillary Clinton,democrat,3794.0,12472,0.30420141116100063
2016,Michigan,MI,Gladwin,President,Donald Trump,republican,8124.0,12472,0.6513790891597178
2016,Michigan,MI,Gladwin,President,Other,other,554.0,12472,0.04441949967928159
2016,Michigan,MI,Gogebic,President,Hillary Clinton,democrat,2925.0,7329,0.39909946786737616
2016,Michigan,MI,Gogebic,President,Donald Trump,republican,4018.0,7329,0.5482330468003821
2016,Michigan,MI,Gogebic,President,Other,other,386.0,7329,0.05266748533224178
2016,Michigan,MI,Grand Traverse,President,Hillary Clinton,democrat,20965.0,51589,0.40638508209114343
2016,Michigan,MI,Grand Traverse,President,Donald Trump,republican,27413.0,51589,0.5313729671053907
2016,Michigan,MI,Grand Traverse,President,Other,other,3211.0,51589,0.062241950803465854
2016,Michigan,MI,Gratiot,President,Hillary Clinton,democrat,5666.0,16465,0.34412389918007896
2016,Michigan,MI,Gratiot,President,Donald Trump,republican,9880.0,16465,0.6000607348921956
2016,Michigan,MI,Gratiot,President,Other,other,919.0,16465,0.05581536592772548
2016,Michigan,MI,Hillsdale,President,Hillary Clinton,democrat,4799.0,19940,0.24067201604814442
2016,Michigan,MI,Hillsdale,President,Donald Trump,republican,14095.0,19940,0.7068706118355065
2016,Michigan,MI,Hillsdale,President,Other,other,1046.0,19940,0.05245737211634905
2016,Michigan,MI,Houghton,President,Hillary Clinton,democrat,6018.0,15624,0.38517665130568357
2016,Michigan,MI,Houghton,President,Donald Trump,republican,8475.0,15624,0.5424347158218126
2016,Michigan,MI,Houghton,President,Other,other,1131.0,15624,0.07238863287250384
2016,Michigan,MI,Huron,President,Hillary Clinton,democrat,4579.0,15917,0.2876798391656719
2016,Michigan,MI,Huron,President,Donald Trump,republican,10692.0,15917,0.6717346233586731
2016,Michigan,MI,Huron,President,Other,other,646.0,15917,0.04058553747565496
2016,Michigan,MI,Ingham,President,Hillary Clinton,democrat,79110.0,131138,0.6032576369930912
2016,Michigan,MI,Ingham,President,Donald Trump,republican,43868.0,131138,0.3345178361725816
2016,Michigan,MI,Ingham,President,Other,other,8160.0,131138,0.0622245268343272
2016,Michigan,MI,Ionia,President,Hillary Clinton,democrat,8352.0,26854,0.31101511879049676
2016,Michigan,MI,Ionia,President,Donald Trump,republican,16635.0,26854,0.6194607879645491
2016,Michigan,MI,Ionia,President,Other,other,1867.0,26854,0.06952409324495419
2016,Michigan,MI,Iosco,President,Hillary Clinton,democrat,4345.0,13361,0.32520020956515233
2016,Michigan,MI,Iosco,President,Donald Trump,republican,8345.0,13361,0.6245789985779507
2016,Michigan,MI,Iosco,President,Other,other,671.0,13361,0.050220791856896936
2016,Michigan,MI,Iron,President,Hillary Clinton,democrat,2004.0,5910,0.33908629441624366
2016,Michigan,MI,Iron,President,Donald Trump,republican,3675.0,5910,0.6218274111675127
2016,Michigan,MI,Iron,President,Other,other,231.0,5910,0.03908629441624366
2016,Michigan,MI,Isabella,President,Hillary Clinton,democrat,11404.0,25392,0.4491178323881537
2016,Michigan,MI,Isabella,President,Donald Trump,republican,12338.0,25392,0.48590107120352866
2016,Michigan,MI,Isabella,President,Other,other,1650.0,25392,0.06498109640831758
2016,Michigan,MI,Jackson,President,Hillary Clinton,democrat,25795.0,69677,0.37020824662370655
2016,Michigan,MI,Jackson,President,Donald Trump,republican,39793.0,69677,0.5711066779568581
2016,Michigan,MI,Jackson,President,Other,other,4089.0,69677,0.05868507541943539
2016,Michigan,MI,Kalamazoo,President,Hillary Clinton,democrat,67148.0,126299,0.5316589996753736
2016,Michigan,MI,Kalamazoo,President,Donald Trump,republican,51034.0,126299,0.4040728746862604
2016,Michigan,MI,Kalamazoo,President,Other,other,8117.0,126299,0.0642681256383661
2016,Michigan,MI,Kalkaska,President,Hillary Clinton,democrat,2280.0,8833,0.25812294803577496
2016,Michigan,MI,Kalkaska,President,Donald Trump,republican,6116.0,8833,0.6924034869240349
2016,Michigan,MI,Kalkaska,President,Other,other,437.0,8833,0.049473565040190196
2016,Michigan,MI,Kent,President,Hillary Clinton,democrat,138683.0,308184,0.4500006489629572
2016,Michigan,MI,Kent,President,Donald Trump,republican,148180.0,308184,0.48081665498533344
2016,Michigan,MI,Kent,President,Other,other,21321.0,308184,0.06918269605170937
2016,Michigan,MI,Keweenaw,President,Hillary Clinton,democrat,527.0,1434,0.36750348675034866
2016,Michigan,MI,Keweenaw,President,Donald Trump,republican,814.0,1434,0.5676429567642957
2016,Michigan,MI,Keweenaw,President,Other,other,93.0,1434,0.06485355648535565
2016,Michigan,MI,Lake,President,Hillary Clinton,democrat,1939.0,5328,0.3639264264264264
2016,Michigan,MI,Lake,President,Donald Trump,republican,3159.0,5328,0.5929054054054054
2016,Michigan,MI,Lake,President,Other,other,230.0,5328,0.04316816816816817
2016,Michigan,MI,Lapeer,President,Hillary Clinton,democrat,12734.0,45183,0.2818316623508842
2016,Michigan,MI,Lapeer,President,Donald Trump,republican,30037.0,45183,0.6647854281477547
2016,Michigan,MI,Lapeer,President,Other,other,2412.0,45183,0.05338290950136113
2016,Michigan,MI,Leelanau,President,Hillary Clinton,democrat,6774.0,14757,0.45903638951006304
2016,Michigan,MI,Leelanau,President,Donald Trump,republican,7239.0,14757,0.49054685911770685
2016,Michigan,MI,Leelanau,President,Other,other,744.0,14757,0.05041675137223013
2016,Michigan,MI,Lenawee,President,Hillary Clinton,democrat,16750.0,45939,0.3646139445786804
2016,Michigan,MI,Lenawee,President,Donald Trump,republican,26430.0,45939,0.5753281525501208
2016,Michigan,MI,Lenawee,President,Other,other,2759.0,45939,0.06005790287119876
2016,Michigan,MI,Livingston,President,Hillary Clinton,democrat,34384.0,105866,0.3247879394706516
2016,Michigan,MI,Livingston,President,Donald Trump,republican,65680.0,105866,0.6204069295146695
2016,Michigan,MI,Livingston,President,Other,other,5802.0,105866,0.05480513101467893
2016,Michigan,MI,Luce,President,Hillary Clinton,democrat,681.0,2579,0.2640558355951919
2016,Michigan,MI,Luce,President,Donald Trump,republican,1756.0,2579,0.680884063590539
2016,Michigan,MI,Luce,President,Other,other,142.0,2579,0.0550601008142691
2016,Michigan,MI,Mackinac,President,Hillary Clinton,democrat,2085.0,6097,0.34197146137444645
2016,Michigan,MI,Mackinac,President,Donald Trump,republican,3744.0,6097,0.6140724946695096
2016,Michigan,MI,Mackinac,President,Other,other,268.0,6097,0.04395604395604396
2016,Michigan,MI,Macomb,President,Hillary Clinton,democrat,176317.0,419312,0.42049118556110965
2016,Michigan,MI,Macomb,President,Donald Trump,republican,224665.0,419312,0.5357943488380967
2016,Michigan,MI,Macomb,President,Other,other,18330.0,419312,0.04371446560079368
2016,Michigan,MI,Manistee,President,Hillary Clinton,democrat,4979.0,12599,0.39519009445194064
2016,Michigan,MI,Manistee,President,Donald Trump,republican,6915.0,12599,0.5488530835780617
2016,Michigan,MI,Manistee,President,Other,other,705.0,12599,0.05595682196999762
2016,Michigan,MI,Marquette,President,Hillary Clinton,democrat,16042.0,32976,0.48647501213003397
2016,Michigan,MI,Marquette,President,Donald Trump,republican,14646.0,32976,0.44414119359534204
2016,Michigan,MI,Marquette,President,Other,other,2288.0,32976,0.06938379427462397
2016,Michigan,MI,Mason,President,Hillary Clinton,democrat,5281.0,14685,0.35961865849506297
2016,Michigan,MI,Mason,President,Donald Trump,republican,8505.0,14685,0.5791624106230848
2016,Michigan,MI,Mason,President,Other,other,899.0,14685,0.06121893088185223
2016,Michigan,MI,Mecosta,President,Hillary Clinton,democrat,5827.0,17168,0.33941053122087605
2016,Michigan,MI,Mecosta,President,Donald Trump,republican,10305.0,17168,0.6002446411929171
2016,Michigan,MI,Mecosta,President,Other,other,1036.0,17168,0.0603448275862069
2016,Michigan,MI,Menominee,President,Hillary Clinton,democrat,3539.0,10768,0.3286589895988113
2016,Michigan,MI,Menominee,President,Donald Trump,republican,6702.0,10768,0.6223997028231798
2016,Michigan,MI,Menominee,President,Other,other,527.0,10768,0.048941307578008915
2016,Michigan,MI,Midland,President,Hillary Clinton,democrat,15635.0,42506,0.36783042394014964
2016,Michigan,MI,Midland,President,Donald Trump,republican,23846.0,42506,0.5610031524961182
2016,Michigan,MI,Midland,President,Other,other,3025.0,42506,0.07116642356373218
2016,Michigan,MI,Missaukee,President,Hillary Clinton,democrat,1565.0,7317,0.2138854721880552
2016,Michigan,MI,Missaukee,President,Donald Trump,republican,5386.0,7317,0.7360940276069428
2016,Michigan,MI,Missaukee,President,Other,other,366.0,7317,0.05002050020500205
2016,Michigan,MI,Monroe,President,Hillary Clinton,democrat,26863.0,74218,0.3619472365194427
2016,Michigan,MI,Monroe,President,Donald Trump,republican,43261.0,74218,0.5828909428979493
2016,Michigan,MI,Monroe,President,Other,other,4094.0,74218,0.05516182058260799
2016,Michigan,MI,Montcalm,President,Hillary Clinton,democrat,7874.0,26609,0.29591491600586267
2016,Michigan,MI,Montcalm,President,Donald Trump,republican,16907.0,26609,0.6353865233567589
2016,Michigan,MI,Montcalm,President,Other,other,1828.0,26609,0.06869856063737834
2016,Michigan,MI,Montmorency,President,Hillary Clinton,democrat,1287.0,5009,0.25693751247754043
2016,Michigan,MI,Montmorency,President,Donald Trump,republican,3498.0,5009,0.6983429826312637
2016,Michigan,MI,Montmorency,President,Other,other,224.0,5009,0.044719504891195846
2016,Michigan,MI,Muskegon,President,Hillary Clinton,democrat,37304.0,78088,0.4777174469828911
2016,Michigan,MI,Muskegon,President,Donald Trump,republican,36127.0,78088,0.46264470853396167
2016,Michigan,MI,Muskegon,President,Other,other,4657.0,78088,0.05963784448314722
2016,Michigan,MI,Newaygo,President,Hillary Clinton,democrat,6212.0,22640,0.2743816254416961
2016,Michigan,MI,Newaygo,President,Donald Trump,republican,15173.0,22640,0.6701855123674911
2016,Michigan,MI,Newaygo,President,Other,other,1255.0,22640,0.05543286219081272
2016,Michigan,MI,Oakland,President,Hillary Clinton,democrat,343070.0,664614,0.5161943624419588
2016,Michigan,MI,Oakland,President,Donald Trump,republican,289203.0,664614,0.4351443093284222
2016,Michigan,MI,Oakland,President,Other,other,32341.0,664614,0.048661328229618994
2016,Michigan,MI,Oceana,President,Hillary Clinton,democrat,3973.0,11930,0.3330259849119866
2016,Michigan,MI,Oceana,President,Donald Trump,republican,7228.0,11930,0.6058675607711651
2016,Michigan,MI,Oceana,President,Other,other,729.0,11930,0.06110645431684828
2016,Michigan,MI,Ogemaw,President,Hillary Clinton,democrat,3030.0,10387,0.29171079233657454
2016,Michigan,MI,Ogemaw,President,Donald Trump,republican,6827.0,10387,0.6572638875517474
2016,Michigan,MI,Ogemaw,President,Other,other,530.0,10387,0.05102532011167806
2016,Michigan,MI,Ontonagon,President,Hillary Clinton,democrat,1176.0,3426,0.3432574430823117
2016,Michigan,MI,Ontonagon,President,Donald Trump,republican,2066.0,3426,0.603035610040864
2016,Michigan,MI,Ontonagon,President,Other,other,184.0,3426,0.053706946876824285
2016,Michigan,MI,Osceola,President,Hillary Clinton,democrat,2705.0,10609,0.25497219342068056
2016,Michigan,MI,Osceola,President,Donald Trump,republican,7336.0,10609,0.6914883589405222
2016,Michigan,MI,Osceola,President,Other,other,568.0,10609,0.05353944763879725
2016,Michigan,MI,Oscoda,President,Hillary Clinton,democrat,1044.0,4073,0.256322121286521
2016,Michigan,MI,Oscoda,President,Donald Trump,republican,2843.0,4073,0.6980112938865701
2016,Michigan,MI,Oscoda,President,Other,other,186.0,4073,0.04566658482690891
2016,Michigan,MI,Otsego,President,Hillary Clinton,democrat,3556.0,12538,0.28361780188227786
2016,Michigan,MI,Otsego,President,Donald Trump,republican,8266.0,12538,0.6592758015632477
2016,Michigan,MI,Otsego,President,Other,other,716.0,12538,0.0571063965544744
2016,Michigan,MI,Ottawa,President,Hillary Clinton,democrat,44973.0,142734,0.3150826012022363
2016,Michigan,MI,Ottawa,President,Donald Trump,republican,88467.0,142734,0.6198032704191012
2016,Michigan,MI,Ottawa,President,Other,other,9294.0,142734,0.0651141283786624
2016,Michigan,MI,Presque Isle,President,Hillary Clinton,democrat,2400.0,7218,0.3325020781379884
2016,Michigan,MI,Presque Isle,President,Donald Trump,republican,4488.0,7218,0.6217788861180382
2016,Michigan,MI,Presque Isle,President,Other,other,330.0,7218,0.0457190357439734
2016,Michigan,MI,Roscommon,President,Hillary Clinton,democrat,4287.0,13041,0.32873245916724175
2016,Michigan,MI,Roscommon,President,Donald Trump,republican,8141.0,13041,0.6242619431025228
2016,Michigan,MI,Roscommon,President,Other,other,613.0,13041,0.04700559773023541
2016,Michigan,MI,Saginaw,President,Hillary Clinton,democrat,44396.0,94320,0.4706955046649703
2016,Michigan,MI,Saginaw,President,Donald Trump,republican,45469.0,94320,0.48207167090754877
2016,Michigan,MI,Saginaw,President,Other,other,4455.0,94320,0.04723282442748092
2016,Michigan,MI,St. Clair,President,Hillary Clinton,democrat,24553.0,78003,0.3147699447457149
2016,Michigan,MI,St. Clair,President,Donald Trump,republican,49051.0,78003,0.6288347884055742
2016,Michigan,MI,St. Clair,President,Other,other,4399.0,78003,0.05639526684871095
2016,Michigan,MI,St. Joseph,President,Hillary Clinton,democrat,7526.0,23757,0.31679084059435114
2016,Michigan,MI,St. Joseph,President,Donald Trump,republican,14884.0,23757,0.6265100812392137
2016,Michigan,MI,St. Joseph,President,Other,other,1347.0,23757,0.05669907816643516
2016,Michigan,MI,Sanilac,President,Hillary Clinton,democrat,4873.0,19249,0.2531560081043171
2016,Michigan,MI,Sanilac,President,Donald Trump,republican,13446.0,19249,0.6985297937555197
2016,Michigan,MI,Sanilac,President,Other,other,930.0,19249,0.04831419814016313
2016,Michigan,MI,Schoolcraft,President,Hillary Clinton,democrat,1369.0,4154,0.32956186807896004
2016,Michigan,MI,Schoolcraft,President,Donald Trump,republican,2556.0,4154,0.6153105440539239
2016,Michigan,MI,Schoolcraft,President,Other,other,229.0,4154,0.05512758786711603
2016,Michigan,MI,Shiawassee,President,Hillary Clinton,democrat,12546.0,34111,0.3677992436457448
2016,Michigan,MI,Shiawassee,President,Donald Trump,republican,19230.0,34111,0.5637477646506992
2016,Michigan,MI,Shiawassee,President,Other,other,2335.0,34111,0.06845299170355604
2016,Michigan,MI,Tuscola,President,Hillary Clinton,democrat,7429.0,25796,0.28799038610637306
2016,Michigan,MI,Tuscola,President,Donald Trump,republican,17102.0,25796,0.6629710032563189
2016,Michigan,MI,Tuscola,President,Other,other,1265.0,25796,0.04903861063730811
2016,Michigan,MI,Van Buren,President,Hillary Clinton,democrat,13258.0,33274,0.3984492396465709
2016,Michigan,MI,Van Buren,President,Donald Trump,republican,17890.0,33274,0.5376570295125324
2016,Michigan,MI,Van Buren,President,Other,other,2126.0,33274,0.06389373084089679
2016,Michigan,MI,Washtenaw,President,Hillary Clinton,democrat,128483.0,188578,0.6813254992629044
2016,Michigan,MI,Washtenaw,President,Donald Trump,republican,50631.0,188578,0.26848837085980337
2016,Michigan,MI,Washtenaw,President,Other,other,9464.0,188578,0.05018612987729215
2016,Michigan,MI,Wayne,President,Hillary Clinton,democrat,519444.0,777838,0.6678048642519393
2016,Michigan,MI,Wayne,President,Donald Trump,republican,228993.0,777838,0.2943967767067179
2016,Michigan,MI,Wayne,President,Other,other,29401.0,777838,0.0377983590413428
2016,Michigan,MI,Wexford,President,Hillary Clinton,democrat,4436.0,15298,0.2899725454307753
2016,Michigan,MI,Wexford,President,Donald Trump,republican,10000.0,15298,0.6536802196365538
2016,Michigan,MI,Wexford,President,Other,other,862.0,15298,0.056347234932670937
2016,Minnesota,MN,Aitkin,President,Hillary Clinton,democrat,3134.0,9231,0.3395081789621926
2016,Minnesota,MN,Aitkin,President,Donald Trump,republican,5516.0,9231,0.5975517278734699
2016,Minnesota,MN,Aitkin,President,Other,other,581.0,9231,0.06294009316433756
2016,Minnesota,MN,Anoka,President,Hillary Clinton,democrat,75500.0,185758,0.4064427911583889
2016,Minnesota,MN,Anoka,President,Donald Trump,republican,93339.0,185758,0.5024763401845411
2016,Minnesota,MN,Anoka,President,Other,other,16919.0,185758,0.09108086865706995
2016,Minnesota,MN,Becker,President,Hillary Clinton,democrat,5208.0,17222,0.30240390198583206
2016,Minnesota,MN,Becker,President,Donald Trump,republican,10880.0,17222,0.631750087097898
2016,Minnesota,MN,Becker,President,Other,other,1134.0,17222,0.06584601091626989
2016,Minnesota,MN,Beltrami,President,Hillary Clinton,democrat,8688.0,21564,0.4028937117417919
2016,Minnesota,MN,Beltrami,President,Donald Trump,republican,10783.0,21564,0.5000463735856057
2016,Minnesota,MN,Beltrami,President,Other,other,2093.0,21564,0.09705991467260248
2016,Minnesota,MN,Benton,President,Hillary Clinton,democrat,5640.0,20058,0.28118456476218967
2016,Minnesota,MN,Benton,President,Donald Trump,republican,12872.0,20058,0.6417389570246286
2016,Minnesota,MN,Benton,President,Other,other,1546.0,20058,0.07707647821318177
2016,Minnesota,MN,Big Stone,President,Hillary Clinton,democrat,921.0,2755,0.33430127041742286
2016,Minnesota,MN,Big Stone,President,Donald Trump,republican,1608.0,2755,0.5836660617059891
2016,Minnesota,MN,Big Stone,President,Other,other,226.0,2755,0.08203266787658803
