year,congressional_district,state,state_abbreviation,district_number,special_election,candidate,party,candidate_votes,total_votes,candidate_percent
2016,VA-8,Virginia,VA,8,False,Charles A. Hernick,republican,98387,360676,0.2727849926249598
2016,VA-8,Virginia,VA,8,False,,other,972,360676,0.0026949395024897693
2016,VA-8,Virginia,VA,8,False,Donald S. Beyer Jr.,democrat,246653,360676,0.6838630793288158
2016,VA-9,Virginia,VA,9,False,Janice Allen Boyd,other,9050,310314,0.02916400806924599
2016,VA-9,Virginia,VA,9,False,H. Morgan Griffith,republican,212838,310314,0.68587946402676
2016,VA-9,Virginia,VA,9,False,Derek W. Kitts,democrat,87877,310314,0.2831873521658707
2016,VA-9,Virginia,VA,9,False,,other,549,310314,0.0017691757381233203
2016,VA-10,Virginia,VA,10,False,Barbara Comstock,republican,210791,400083,0.5268681748537178
2016,VA-10,Virginia,VA,10,False,,other,1580,400083,0.0039491805450369045
2016,VA-10,Virginia,VA,10,False,LuAnn L. Bennett,democrat,187712,400083,0.46918264460124526
2016,VA-11,Virginia,VA,11,False,Gerald E. Connolly,democrat,247818,282003,0.8787778853416452
2016,VA-11,Virginia,VA,11,False,,other,34185,282003,0.1212221146583547
2016,WA-1,Washington,WA,1,False,Suzan K. DelBene,democrat,193619,349398,0.5541502813410495
2016,WA-1,Washington,WA,1,False,Robert J. Sutherland,republican,155779,349398,0.4458497186589505
2016,WA-2,Washington,WA,2,False,Marc Hennemann,republican,117094,325408,0.35983749631232176
2016,WA-2,Washington,WA,2,False,Rick Larsen,democrat,208314,325408,0.6401625036876782
2016,WA-3,Washington,WA,3,False,Jaime Herrera Beutler,republican,193457,313277,0.6175269809146539
2016,WA-3,Washington,WA,3,False,Jim Moeller,democrat,119820,313277,0.3824730190853462
2016,WA-4,Washington,WA,4,False,Clint Didier,republican,97402,229919,0.42363615012243444
2016,WA-4,Washington,WA,4,False,Dan Newhouse,republican,132517,229919,0.5763638498775656
2016,WA-5,Washington,WA,5,False,Cathy McMorris Rodgers,republican,192959,323534,0.5964102690907293
2016,WA-5,Washington,WA,5,False,Joe Pakootas,democrat,130575,323534,0.40358973090927075
2016,WA-6,Washington,WA,6,False,Derek Kilmer,democrat,201718,327834,0.6153053069541292
2016,WA-6,Washington,WA,6,False,Todd A. Bloom,republican,126116,327834,0.3846946930458708
2016,WA-7,Washington,WA,7,False,Brady Pi_ero Walkinshaw,democrat,166744,378754,0.44024353538180455
2016,WA-7,Washington,WA,7,False,Pramila Jayapal,democrat,212010,378754,0.5597564646181955
2016,WA-8,Washington,WA,8,False,David G. Reichert,republican,193145,320865,0.6019509762672776
2016,WA-8,Washington,WA,8,False,Tony Ventrella,democrat,127720,320865,0.3980490237327225
2016,WA-9,Washington,WA,9,False,Doug Basler,republican,76317,281482,0.27112568476847543
2016,WA-9,Washington,WA,9,False,Adam Smith,democrat,205165,281482,0.7288743152315246
2016,WA-10,Washington,WA,10,False,Denny Heck,democrat,170460,290564,0.5866521661320742
2016,WA-10,Washington,WA,10,False,Jim Postma,republican,120104,290564,0.41334783386792584
2016,WV-1,West Virginia,WV,1,False,Mike Manypenny,democrat,73534,237003,0.31026611477491844
2016,WV-1,West Virginia,WV,1,False,David B. McKinley,republican,163469,237003,0.6897338852250815
2016,WV-2,West Virginia,WV,2,False,Mark Hunt,democrat,101207,242014,0.4181865511912534
2016,WV-2,West Virginia,WV,2,False,Alexander X. Mooney,republican,140807,242014,0.5818134488087466
2016,WV-3,West Virginia,WV,3,False,Zane Lawhorn,other,16883,207332,0.0814297841143673
2016,WV-3,West Virginia,WV,3,False,Evan H. Jenkins,republican,140741,207332,0.6788194779387648
2016,WV-3,West Virginia,WV,3,False,Matt Detch,democrat,49708,207332,0.23975073794686783
2016,WI-1,Wisconsin,WI,1,False,scatter,other,255,354245,0.0007198407881550904
2016,WI-1,Wisconsin,WI,1,False,Ryan Solen,democrat,107003,354245,0.30205930923513385
2016,WI-1,Wisconsin,WI,1,False,Spencer Zimmerman,other,9429,354245,0.026617171731428812
2016,WI-1,Wisconsin,WI,1,False,Paul D. Ryan,republican,230072,354245,0.64947141102909
2016,WI-1,Wisconsin,WI,1,False,Jason Lebeck,other,7486,354245,0.021132267216192182
2016,WI-2,Wisconsin,WI,2,False,Mark Pocan,democrat,273537,398060,0.6871753002059992
2016,WI-2,Wisconsin,WI,2,False,,other,479,398060,0.0012033361804753052
2016,WI-2,Wisconsin,WI,2,False,Peter Theron,republican,124044,398060,0.3116213636135256
2016,WI-3,Wisconsin,WI,3,False,Ron Kind,democrat,257401,260370,0.9885969965817875
2016,WI-3,Wisconsin,WI,3,False,scatter,other,2800,260370,0.01075392710373699
2016,WI-3,Wisconsin,WI,3,False,,other,169,260370,0.000649076314475554
2016,WI-4,Wisconsin,WI,4,False,Andy Craig,other,32183,286909,0.11217145506066384
2016,WI-4,Wisconsin,WI,4,False,Robert R. Raymond,other,33494,286909,0.11674084814348801
2016,WI-4,Wisconsin,WI,4,False,scatter,other,1051,286909,0.003663182402782764
2016,WI-4,Wisconsin,WI,4,False,Gwen Moore,democrat,220181,286909,0.7674245143930654
2016,WI-5,Wisconsin,WI,5,False,scatter,other,337,390844,0.0008622365956750008
2016,WI-5,Wisconsin,WI,5,False,John Arndt,other,15324,390844,0.03920745873033742
2016,WI-5,Wisconsin,WI,5,False,F. James Sensenbrenner Jr.,republican,260706,390844,0.6670333943977649
2016,WI-5,Wisconsin,WI,5,False,Khary Penebaker,democrat,114477,390844,0.2928969102762227
2016,WI-6,Wisconsin,WI,6,False,Sarah Lloyd,democrat,133072,357183,0.37255972428699013
2016,WI-6,Wisconsin,WI,6,False,scatter,other,248,357183,0.000694321958211897
2016,WI-6,Wisconsin,WI,6,False,Glenn Grothman,republican,204147,357183,0.5715473580769521
2016,WI-6,Wisconsin,WI,6,False,Jeff Dahlke,other,19716,357183,0.05519859567784581
2016,WI-7,Wisconsin,WI,7,False,Mary Hoeft,democrat,138643,362271,0.3827052123962448
2016,WI-7,Wisconsin,WI,7,False,scatter,other,210,362271,0.0005796765404904063
2016,WI-7,Wisconsin,WI,7,False,Sean P. Duffy,republican,223418,362271,0.6167151110632648
2016,WI-8,Wisconsin,WI,8,False,,other,2,363780,5.4978283577986694e-06
2016,WI-8,Wisconsin,WI,8,False,Mike Gallagher,republican,227892,363780,0.6264555500577272
2016,WI-8,Wisconsin,WI,8,False,,other,16,363780,4.3982626862389356e-05
2016,WI-8,Wisconsin,WI,8,False,scatter,other,188,363780,0.0005167958656330749
2016,WI-8,Wisconsin,WI,8,False,Tom Nelson,democrat,135682,363780,0.37297817362141955
2016,WY-0,Wyoming,WY,0,False,Blank Vote,other,6621,258788,0.025584648438103777
2016,WY-0,Wyoming,WY,0,False,Over Vote,other,391,258788,0.0015108892220659382
2016,WY-0,Wyoming,WY,0,False,Daniel Clyde Cummings,other,10362,258788,0.04004049646815154
2016,WY-0,Wyoming,WY,0,False,Ryan Greene,democrat,75466,258788,0.2916132123591511
2016,WY-0,Wyoming,WY,0,False,,other,739,258788,0.0028556192713727066
2016,WY-0,Wyoming,WY,0,False,Lawrence Gerard Struempf,other,9033,258788,0.03490501877985069
2016,WY-0,Wyoming,WY,0,False,Liz Cheney,republican,156176,258788,0.6034901154613043
2018,AL-1,Alabama,AL,1,False,Robert Kennedy Jr.,democrat,89226,242617,0.36776483098876006
2018,AL-1,Alabama,AL,1,False,Bradley Byrne,republican,153228,242617,0.6315633282086581
2018,AL-1,Alabama,AL,1,False,,other,163,242617,0.0006718408025818471
2018,AL-2,Alabama,AL,2,False,Martha Roby,republican,138879,226230,0.6138841002519559
2018,AL-2,Alabama,AL,2,False,Tabitha Isner,democrat,86931,226230,0.38425938204482163
2018,AL-2,Alabama,AL,2,False,,other,420,226230,0.0018565177032223842
2018,AL-3,Alabama,AL,3,False,Mike Rogers,republican,147770,231915,0.6371731022141733
2018,AL-3,Alabama,AL,3,False,Mallory Hagan,democrat,83996,231915,0.36218442101632065
2018,AL-3,Alabama,AL,3,False,,other,149,231915,0.000642476769506069
2018,AL-4,Alabama,AL,4,False,Robert Aderholt,republican,184255,230969,0.7977477496980114
2018,AL-4,Alabama,AL,4,False,Lee Auman,democrat,46492,230969,0.20129108235304305
2018,AL-4,Alabama,AL,4,False,,other,222,230969,0.0009611679489455294
2018,AL-5,Alabama,AL,5,False,Mo Brooks,republican,159063,260673,0.6102012866695055
2018,AL-5,Alabama,AL,5,False,Peter Joffrion,democrat,101388,260673,0.38894707161846453
2018,AL-5,Alabama,AL,5,False,,other,222,260673,0.0008516417120300146
2018,AL-6,Alabama,AL,6,False,Gary Palmer,republican,192542,278328,0.6917809203529649
2018,AL-6,Alabama,AL,6,False,Danner Kline,democrat,85644,278328,0.30770889023023196
2018,AL-6,Alabama,AL,6,False,,other,142,278328,0.0005101894168031962
2018,AL-7,Alabama,AL,7,False,Terri Sewell,democrat,185010,189163,0.9780453894260506
2018,AL-7,Alabama,AL,7,False,,other,4153,189163,0.02195461057394945
2018,AK-0,Alaska,AK,0,False,Alyse S. Galvin,democrat,131199,282166,0.46497097453272185
2018,AK-0,Alaska,AK,0,False,Don Young,republican,149779,282166,0.5308187379060553
2018,AK-0,Alaska,AK,0,False,,other,1188,282166,0.004210287561222826
2018,AZ-1,Arizona,AZ,1,False,Wendy Rogers,republican,122784,266089,0.4614395935194615
2018,AZ-1,Arizona,AZ,1,False,Tom O'Halleran,democrat,143240,266089,0.538316127310787
2018,AZ-1,Arizona,AZ,1,False,,other,65,266089,0.00024427916975147413
2018,AZ-2,Arizona,AZ,2,False,Lea Marquez Peterson,republican,133083,294152,0.45242935625118985
2018,AZ-2,Arizona,AZ,2,False,Ann Kirkpatrick,democrat,161000,294152,0.5473360711468901
2018,AZ-2,Arizona,AZ,2,False,,other,69,294152,0.00023457260192009572
2018,AZ-3,Arizona,AZ,3,False,"Nicolas """"Nick"""" Pierson",republican,64868,179518,0.3613453804075357
2018,AZ-3,Arizona,AZ,3,False,Raul Grijalva,democrat,114650,179518,0.6386546195924643
2018,AZ-4,Arizona,AZ,4,False,Paul Gosar,republican,188842,277035,0.6816539426426264
2018,AZ-4,Arizona,AZ,4,False,David Brill,democrat,84521,277035,0.3050914144422185
2018,AZ-4,Arizona,AZ,4,False,Haryaksha Gregor Knauer,other,3672,277035,0.013254642915155124
2018,AZ-5,Arizona,AZ,5,False,Andy Biggs,republican,186037,313064,0.5942459049906729
2018,AZ-5,Arizona,AZ,5,False,Joan Greene,democrat,127027,313064,0.4057540950093272
2018,AZ-6,Arizona,AZ,6,False,David Schweikert,republican,173140,313699,0.5519303536192337
2018,AZ-6,Arizona,AZ,6,False,Anita Malik,democrat,140559,313699,0.4480696463807663
2018,AZ-7,Arizona,AZ,7,False,Ruben Gallego,democrat,113044,132051,0.8560631877077796
2018,AZ-7,Arizona,AZ,7,False,Gary Swing,other,18706,132051,0.14165738994782318
2018,AZ-7,Arizona,AZ,7,False,,other,301,132051,0.0022794223443972405
2018,AZ-8,Arizona,AZ,8,False,Debbie Lesko,republican,168835,304417,0.5546175147905669
2018,AZ-8,Arizona,AZ,8,False,Hiral Tipirneni,democrat,135569,304417,0.4453397806298597
2018,AZ-8,Arizona,AZ,8,False,Steven Hummel,other,13,304417,4.27045795734141e-05
2018,AZ-9,Arizona,AZ,9,False,Stephen L Ferrara,republican,101662,261245,0.3891442898428678
2018,AZ-9,Arizona,AZ,9,False,Greg Stanton,democrat,159583,261245,0.6108557101571322
2018,AR-1,Arkansas,AR,1,False,Rick Crawford,republican,138757,201245,0.689492906656066
2018,AR-1,Arkansas,AR,1,False,Chintan Desai,democrat,57907,201245,0.28774379487689133
2018,AR-1,Arkansas,AR,1,False,Elvis Presley,other,4581,201245,0.02276329846704266
2018,AR-2,Arkansas,AR,2,False,French Hill,republican,132125,253453,0.5212998070648207
2018,AR-2,Arkansas,AR,2,False,Joe Ryne Swafford,other,5193,253453,0.020489005851183455
2018,AR-2,Arkansas,AR,2,False,Clarke Tucker,democrat,116135,253453,0.45821118708399583
2018,AR-3,Arkansas,AR,3,False,Michael J. Kalagias,other,5899,229708,0.025680429066466993
2018,AR-3,Arkansas,AR,3,False,Josh Mahony,democrat,74952,229708,0.3262925104915806
2018,AR-3,Arkansas,AR,3,False,Steve Womack,republican,148717,229708,0.6474175910286102
2018,AR-3,Arkansas,AR,3,False,,other,140,229708,0.0006094694133421561
2018,AR-4,Arkansas,AR,4,False,Tom Canada,other,3952,204892,0.019288210374245943
2018,AR-4,Arkansas,AR,4,False,Hayden Catherine Shamel,democrat,63984,204892,0.3122815922534799
2018,AR-4,Arkansas,AR,4,False,Bruce Westerman,republican,136740,204892,0.6673759834449369
2018,AR-4,Arkansas,AR,4,False,,other,216,204892,0.001054213927337329
2018,CA-1,California,CA,1,False,Audrey Denney,democrat,131548,291594,0.4511341111271151
2018,CA-1,California,CA,1,False,Doug La Malfa,republican,160046,291594,0.5488658888728849
2018,CA-2,California,CA,2,False,Dale K. Mensing,republican,72576,315657,0.22992045162945857
2018,CA-2,California,CA,2,False,Jared Huffman,democrat,243081,315657,0.7700795483705415
2018,CA-3,California,CA,3,False,Charlie Schaupp,republican,97376,232251,0.4192705305897499
2018,CA-3,California,CA,3,False,John Garamendi,democrat,134875,232251,0.5807294694102502
2018,CA-4,California,CA,4,False,Jessica Morse,democrat,156253,340654,0.4586853522929424
2018,CA-4,California,CA,4,False,Tom McClintock,republican,184401,340654,0.5413146477070576
2018,CA-5,California,CA,5,False,Anthony Mills,other,55158,261018,0.21131875962577293
2018,CA-5,California,CA,5,False,Mike Thompson,democrat,205860,261018,0.788681240374227
2018,CA-6,California,CA,6,False,Doris Matsui,democrat,162411,201939,0.8042577213911132
2018,CA-6,California,CA,6,False,Jrmar Jefferson,democrat,39528,201939,0.19574227860888685
2018,CA-7,California,CA,7,False,Ami Bera,democrat,155016,281617,0.550449724270907
2018,CA-7,California,CA,7,False,Andrew Grant,republican,126601,281617,0.44955027572909306
2018,CA-8,California,CA,8,False,Paul Cook,republican,102415,170785,0.5996721023509091
2018,CA-8,California,CA,8,False,Tim Donnelly,republican,68370,170785,0.40032789764909094
2018,CA-9,California,CA,9,False,Jerry McNerney,democrat,113414,200763,0.5649148498478306
2018,CA-9,California,CA,9,False,Marla Livengood,republican,87349,200763,0.4350851501521695
2018,CA-10,California,CA,10,False,Jeff Denham,republican,105955,221900,0.4774898602974313
2018,CA-10,California,CA,10,False,Josh Harder,democrat,115945,221900,0.5225101397025688
2018,CA-11,California,CA,11,False,John Fitzgerald,republican,71312,275681,0.25867578832055893
2018,CA-11,California,CA,11,False,Mark DeSaulnier,democrat,204369,275681,0.7413242116794411
2018,CA-12,California,CA,12,False,Lisa Remmer,republican,41780,317072,0.13176817883635264
2018,CA-12,California,CA,12,False,Nancy Pelosi,democrat,275292,317072,0.8682318211636474
2018,CA-13,California,CA,13,False,Barbara Lee,democrat,260580,294837,0.8838103765809583
2018,CA-13,California,CA,13,False,Laura Wells,other,34257,294837,0.11618962341904171
2018,CA-14,California,CA,14,False,Cristina Osmena,republican,55439,266823,0.20777444223324076
2018,CA-14,California,CA,14,False,Jackie Speier,democrat,211384,266823,0.7922255577667593
2018,CA-15,California,CA,15,False,Eric Swalwell,democrat,177989,243929,0.7296754383447642
2018,CA-15,California,CA,15,False,Rudy L. Peters Jr.,republican,65940,243929,0.2703245616552357
2018,CA-16,California,CA,16,False,Elizabeth Heng,republican,60693,142959,0.4245482970641932
2018,CA-16,California,CA,16,False,Jim Costa,democrat,82266,142959,0.5754517029358067
2018,CA-17,California,CA,17,False,Ro Khanna,democrat,159105,211162,0.753473636355026
2018,CA-17,California,CA,17,False,Ron Cohen,republican,52057,211162,0.246526363644974
2018,CA-18,California,CA,18,False,Anna G. Eshoo,democrat,225142,302238,0.7449162580482931
2018,CA-18,California,CA,18,False,Christine Russell,republican,77096,302238,0.2550837419517069
2018,CA-19,California,CA,19,False,Justin James Aguilera,republican,57823,220319,0.2624512638492368
2018,CA-19,California,CA,19,False,Zoe Lofgren,democrat,162496,220319,0.7375487361507632
2018,CA-20,California,CA,20,False,Jimmy Panetta,democrat,183677,225721,0.8137346547286252
2018,CA-20,California,CA,20,False,Ronald Paul Kabat,other,42044,225721,0.18626534527137484
2018,CA-21,California,CA,21,False,David G. Valadao,republican,56377,113616,0.4962065202084214
2018,CA-21,California,CA,21,False,TJ Cox,democrat,57239,113616,0.5037934797915786
2018,CA-22,California,CA,22,False,Andrew Janz,democrat,105136,222379,0.4727784548001385
2018,CA-22,California,CA,22,False,Devin G. Nunes,republican,117243,222379,0.5272215451998615
2018,CA-23,California,CA,23,False,Kevin McCarthy,republican,131113,205774,0.6371699048470653
2018,CA-23,California,CA,23,False,Tatiana Matta,democrat,74661,205774,0.3628300951529348
2018,CA-24,California,CA,24,False,Justin Fareed,republican,117881,284431,0.41444497962599014
2018,CA-24,California,CA,24,False,Salud Carbajal,democrat,166550,284431,0.5855550203740099
2018,CA-25,California,CA,25,False,Katie Hill,democrat,133209,245022,0.5436613855082401
2018,CA-25,California,CA,25,False,Steve Knight,republican,111813,245022,0.45633861449175994
2018,CA-26,California,CA,26,False,"Antonio Sabato, Jr.",republican,97210,255426,0.3805798939810356
2018,CA-26,California,CA,26,False,Julia Brownley,democrat,158216,255426,0.6194201060189644
2018,CA-27,California,CA,27,False,Bryan Witt,democrat,42132,202636,0.20791961941609585
2018,CA-27,California,CA,27,False,Judy Chu,democrat,160504,202636,0.7920803805839042
2018,CA-28,California,CA,28,False,Adam B. Schiff,democrat,196662,250934,0.7837200219978162
2018,CA-28,California,CA,28,False,Johnny J. Nalbandian,republican,54272,250934,0.21627997800218385
2018,CA-29,California,CA,29,False,Benito Benny Bernal,republican,29995,154692,0.19390142993819978
2018,CA-29,California,CA,29,False,Tony Cardenas,democrat,124697,154692,0.8060985700618002
2018,CA-30,California,CA,30,False,Brad Sherman,democrat,191573,260993,0.7340158548313557
2018,CA-30,California,CA,30,False,Mark S. Reed,republican,69420,260993,0.2659841451686444
2018,CA-31,California,CA,31,False,Pete Aguilar,democrat,110143,187495,0.5874449985332942
2018,CA-31,California,CA,31,False,Sean Flynn,republican,77352,187495,0.41255500146670576
2018,CA-32,California,CA,32,False,Grace Flores Napolitano,democrat,121759,177031,0.6877834955459778
2018,CA-32,California,CA,32,False,Joshua M. Scott,republican,55272,177031,0.31221650445402216
2018,CA-33,California,CA,33,False,Kenneth Weston Wright,republican,93769,312860,0.2997155277120757
2018,CA-33,California,CA,33,False,Ted W. Lieu,democrat,219091,312860,0.7002844722879243
2018,CA-34,California,CA,34,False,Jimmy Gomez,democrat,110195,151906,0.7254157176148408
2018,CA-34,California,CA,34,False,Kenneth Mejia,other,41711,151906,0.27458428238515925
2018,CA-35,California,CA,35,False,Christian Leonel Valiente,republican,45604,149024,0.3060178226325961
2018,CA-35,California,CA,35,False,Norma J. Torres,democrat,103420,149024,0.6939821773674039
2018,CA-36,California,CA,36,False,Kimberlin Brown Pelzer,republican,84839,207008,0.40983440253516773
2018,CA-36,California,CA,36,False,Raul Ruiz,democrat,122169,207008,0.5901655974648323
2018,CA-37,California,CA,37,False,Karen Bass,democrat,210555,236378,0.890755484858997
2018,CA-37,California,CA,37,False,Ron J. Bassilian,republican,25823,236378,0.10924451514100297
2018,CA-38,California,CA,38,False,Linda T. Sanchez,democrat,139188,202156,0.6885177783493935
2018,CA-38,California,CA,38,False,Ryan Downing,republican,62968,202156,0.31148222165060646
2018,CA-39,California,CA,39,False,Gil Cisneros,democrat,126002,244393,0.5155712315819193
2018,CA-39,California,CA,39,False,Young Kim,republican,118391,244393,0.4844287684180807
2018,CA-40,California,CA,40,False,Lucille Roybal-Allard,democrat,93938,121449,0.7734769327042627
2018,CA-40,California,CA,40,False,Rodolfo Cortes Barragan,other,27511,121449,0.22652306729573732
2018,CA-41,California,CA,41,False,Aja Smith,republican,58021,166248,0.3490026947692604
2018,CA-41,California,CA,41,False,Mark Takano,democrat,108227,166248,0.6509973052307396
2018,CA-42,California,CA,42,False,Julia C Peacock,democrat,100892,231932,0.43500681234154837
2018,CA-42,California,CA,42,False,Ken Calvert,republican,131040,231932,0.5649931876584516
2018,CA-43,California,CA,43,False,Maxine Waters,democrat,152272,196052,0.7766918980678595
2018,CA-43,California,CA,43,False,Omar Navarro,republican,43780,196052,0.22330810193214046
2018,CA-44,California,CA,44,False,Aja L. Brown,democrat,45378,143322,0.31661573240674845
2018,CA-44,California,CA,44,False,Nanette Diaz Barragan,democrat,97944,143322,0.6833842675932515
2018,CA-45,California,CA,45,False,Katie Porter,democrat,158906,305289,0.5205100740609717
2018,CA-45,California,CA,45,False,Mimi Walters,republican,146383,305289,0.4794899259390283
2018,CA-46,California,CA,46,False,Lou Correa,democrat,102278,147916,0.6914600178479677
2018,CA-46,California,CA,46,False,Russell Rene Lambert,republican,45638,147916,0.3085399821520322
2018,CA-47,California,CA,47,False,Alan Lowenthal,democrat,143354,221036,0.6485549865180332
2018,CA-47,California,CA,47,False,John Briscoe,republican,77682,221036,0.3514450134819667
2018,CA-48,California,CA,48,False,Dana Rohrabacher,republican,136899,294736,0.46448007708593453
2018,CA-48,California,CA,48,False,Harley Rouda,democrat,157837,294736,0.5355199229140655
2018,CA-49,California,CA,49,False,Diane L. Harkey,republican,128577,295030,0.4358099176354947
2018,CA-49,California,CA,49,False,Mike Levin,democrat,166453,295030,0.5641900823645053
2018,CA-50,California,CA,50,False,Ammar Campa-Najjar,democrat,125448,259810,0.4828451560755937
2018,CA-50,California,CA,50,False,Duncan Hunter,republican,134362,259810,0.5171548439244062
2018,CA-51,California,CA,51,False,Juan M. Hidalgo Jr.,republican,44301,153828,0.2879904828769795
2018,CA-51,California,CA,51,False,Juan Vargas,democrat,109527,153828,0.7120095171230205
2018,CA-52,California,CA,52,False,Omar Qudrat,republican,107015,296007,0.36152861249902873
2018,CA-52,California,CA,52,False,Scott Peters,democrat,188992,296007,0.6384713875009712
2018,CA-53,California,CA,53,False,Morgan Murtaugh,republican,83127,268794,0.30925913524855464
2018,CA-53,California,CA,53,False,Susan A. Davis,democrat,185667,268794,0.6907408647514454
2018,CO-1,Colorado,CO,1,False,Charles Casper Stockham,republican,85207,369693,0.23048042565047214
2018,CO-1,Colorado,CO,1,False,Diana DeGette,democrat,272886,369693,0.738142188248087
2018,CO-1,Colorado,CO,1,False,Raymon Anthony Doane,other,11600,369693,0.031377386101440925
2018,CO-2,Colorado,CO,2,False,Joe Neguse,democrat,259608,430614,0.6028786802101186
2018,CO-2,Colorado,CO,2,False,Peter Yu,republican,144901,430614,0.3364985810958306
2018,CO-2,Colorado,CO,2,False,Roger Barris,other,9749,430614,0.022639765544083566
2018,CO-2,Colorado,CO,2,False,Nick Thomas,other,16356,430614,0.03798297314996726
2018,CO-3,Colorado,CO,3,False,Scott R. Tipton,republican,173205,336189,0.515201270713795
2018,CO-3,Colorado,CO,3,False,Diane Mitsch Bush,democrat,146426,336189,0.43554667166385574
2018,CO-3,Colorado,CO,3,False,Gaylon Kent,other,5727,336189,0.01703506063553537
2018,CO-3,Colorado,CO,3,False,Mary M. Malarsie,other,10831,336189,0.03221699698681396
2018,CO-4,Colorado,CO,4,False,Karen McCormick,democrat,145544,369582,0.39380705770302665
2018,CO-4,Colorado,CO,4,False,Ken Buck,republican,224038,369582,0.6061929422969733
2018,CO-5,Colorado,CO,5,False,Stephany Rose Spaulding,democrat,126848,322645,0.3931503665018829
2018,CO-5,Colorado,CO,5,False,Doug Lamborn,republican,184002,322645,0.5702924266608812
2018,CO-5,Colorado,CO,5,False,Douglas Randall,other,11795,322645,0.03655720683723597
2018,CO-6,Colorado,CO,6,False,Mike Coffman,republican,148685,346817,0.42871312536582695
2018,CO-6,Colorado,CO,6,False,Jason Crow,democrat,187639,346817,0.5410317256651203
2018,CO-6,Colorado,CO,6,False,Kat Martin,other,5886,346817,0.01697148640349233
2018,CO-6,Colorado,CO,6,False,Dan Chapin,other,4607,346817,0.013283662565560512
2018,CO-7,Colorado,CO,7,False,Ed Perlmutter,democrat,204260,338006,0.6043087992520842
2018,CO-7,Colorado,CO,7,False,Mark Barrington,republican,119734,338006,0.3542363153316805
2018,CO-7,Colorado,CO,7,False,Jennifer Nackerud,other,14012,338006,0.04145488541623522
2018,CT-1,Connecticut,CT,1,False,John B Larson,democrat,166155,274140,0.6060954256949004
2018,CT-1,Connecticut,CT,1,False,Jennifer T Nye,republican,96024,274140,0.3502735828408842
2018,CT-1,Connecticut,CT,1,False,John B Larson,other,8932,274140,0.03258189246370467
2018,CT-1,Connecticut,CT,1,False,Thomas McCormick,other,3029,274140,0.011049099000510688
2018,CT-2,Connecticut,CT,2,False,Joe Courtney,democrat,167659,289114,0.5799061961717523
2018,CT-2,Connecticut,CT,2,False,Danny Postemski Jr,republican,102483,289114,0.35447263017356473
2018,CT-2,Connecticut,CT,2,False,Joe Courtney,other,12072,289114,0.041755155405826076
2018,CT-2,Connecticut,CT,2,False,Daniel Reale,other,3305,289114,0.011431476856879985
2018,CT-2,Connecticut,CT,2,False,Michelle Louise Bicking,other,3595,289114,0.012434541391976868
2018,CT-3,Connecticut,CT,3,False,Rosa L DeLauro,democrat,163211,270239,0.6039505770817684
2018,CT-3,Connecticut,CT,3,False,Angel Cadena,republican,95667,270239,0.354008858824966
2018,CT-3,Connecticut,CT,3,False,Rosa L DeLauro,other,11361,270239,0.04204056409326559
2018,CT-4,Connecticut,CT,4,False,Jim Himes,democrat,168726,275651,0.6121000830760636
2018,CT-4,Connecticut,CT,4,False,Harry Arora,republican,103175,275651,0.37429575804187176
2018,CT-4,Connecticut,CT,4,False,Harry Arora,other,3746,275651,0.013589647779257105
2018,CT-4,Connecticut,CT,4,False,,other,4,275651,1.4511102807535616e-05
2018,CT-5,Connecticut,CT,5,False,Jahana Hayes,democrat,142901,270664,0.5279645612272043
2018,CT-5,Connecticut,CT,5,False,Manny Santos,republican,115146,270664,0.4254204474920935
2018,CT-5,Connecticut,CT,5,False,Jahana Hayes,other,8324,270664,0.0307539975763308
2018,CT-5,Connecticut,CT,5,False,Manny Santos,other,4280,270664,0.01581296367451896
2018,CT-5,Connecticut,CT,5,False,,other,13,270664,4.8030029852510864e-05
2018,DE-0,Delaware,DE,0,False,Lisa Blunt Rochester,democrat,227353,352737,0.6445396995495227
2018,DE-0,Delaware,DE,0,False,Scott Walker,republican,125384,352737,0.3554603004504773
2018,FL-1,Florida,FL,1,False,Jennifer M. Zimmerman,democrat,106199,322388,0.32941362581733813
2018,FL-1,Florida,FL,1,False,Matt Gaetz,republican,216189,322388,0.6705863741826619
2018,FL-2,Florida,FL,2,False,Bob Rackleff,democrat,96233,295568,0.32558666702755373
2018,FL-2,Florida,FL,2,False,Neal Dunn,republican,199335,295568,0.6744133329724463
2018,FL-3,Florida,FL,3,False,Ted Yoho,republican,176616,306496,0.5762424305700564
2018,FL-3,Florida,FL,3,False,Yvonne Hayes Hinson,democrat,129880,306496,0.42375756942994364
2018,FL-4,Florida,FL,4,False,George 'Ges' Selmont,democrat,123351,381249,0.323544455198571
2018,FL-4,Florida,FL,4,False,Jason Michael Bulger,other,2321,381249,0.006087884820681497
2018,FL-4,Florida,FL,4,False,Joceline Berrios,other,7155,381249,0.018767262340360236
2018,FL-4,Florida,FL,4,False,John H. Rutherford,republican,248420,381249,0.6515951517249882
2018,FL-4,Florida,FL,4,False,,other,2,381249,5.245915399122359e-06
2018,FL-5,Florida,FL,5,False,Al Lawson,democrat,180527,270326,0.6678121971249529
2018,FL-5,Florida,FL,5,False,Virginia Fuller,republican,89799,270326,0.3321878028750472
2018,FL-6,Florida,FL,6,False,Michael Waltz,republican,187891,333649,0.5631397066977573
